CaseOrder,Customer_id,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
4169,M881363,Roxboro,NC,Person,27573,36.3968,-78.97601999999999,11158,Suburban,America/New_York,"Doctor, hospital",5.0,78.0,Bachelor's Degree,Full Time,39936.76222636489,Divorced,Female,Yes,9.00513,12,1,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),6.941165,125.2038,783.5447,5,4,4,6,3,4,5,4
4170,S184861,Dyersburg,TN,Dyer,38024,36.03642,-89.38077,27329,Suburban,America/Chicago,Research scientist (life sciences),0.0,78.0,Master's Degree,Retired,938.81,Divorced,Male,Yes,9.937274,17,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Mailed Check,10.917910000000001,181.9173,1198.3339999999998,3,3,2,5,3,3,3,3
4171,Y147990,Buckfield,ME,Oxford,4220,44.33657,-70.35329,3085,Urban,America/New_York,Chiropractor,0.0,58.0,Bachelor's Degree,Full Time,51755.55,Never Married,Female,No,6.92172,12,1,0,No,Month-to-month,No,Yes,DSL,No,Yes,No,No,No,No,No,No,No,Electronic Check,7.33513,124.3552,1117.392,3,4,4,3,3,3,3,2
4172,O816378,Philip,SD,Haakon,57567,44.118759999999995,-101.7308,1483,Rural,America/Denver,Pensions consultant,7.0,39.0,Regular High School Diploma,Student,23042.88,Married,Female,No,10.444519999999999,11,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,No,Mailed Check,5.062073000000001,124.8886,666.2386,4,5,5,3,4,3,3,3
4173,T452383,Amherstdale,WV,Logan,25607,37.7867,-81.78644,1153,Rural,America/New_York,Sub,3.0,36.0,Bachelor's Degree,Full Time,98147.26,Separated,Female,No,8.62795,7,1,0,No,Month-to-month,No,No,None,No,No,Yes,Yes,No,No,No,No,Yes,Bank Transfer(automatic),24.79814,104.844,2334.937,3,4,5,4,4,5,3,3
4174,K71802,Mercer,MO,Mercer,64661,40.530609999999996,-93.51265,949,Urban,America/Chicago,"Psychologist, counselling",1.0,22.0,Associate's Degree,Full Time,58006.93,Widowed,Female,No,14.27351,11,3,2,No,One year,No,Yes,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Electronic Check,10.31681,117.2068,3398.8427520151345,3,3,4,4,3,3,3,4
4175,J318999,La Conner,WA,Skagit,98257,48.41605,-122.5095,4022,Urban,America/Los_Angeles,Acupuncturist,0.0,40.0,Regular High School Diploma,Full Time,17275.92,Never Married,Female,Yes,8.525868,12,0,1,No,One year,No,Yes,DSL,No,No,No,No,Yes,No,Yes,No,Yes,Credit Card (automatic),2.395742,129.3886,949.9088,5,4,5,2,3,4,4,5
4176,A212257,Kalona,IA,Washington,52247,41.51488,-91.71884,5546,Urban,America/Chicago,Pensions consultant,4.0,32.0,"9th Grade to 12th Grade, No Diploma",Retired,44106.66,Never Married,Male,No,13.867939999999999,15,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,No,No,No,No,Mailed Check,13.70911,125.4792,1868.763,5,5,5,4,2,5,4,5
4177,F768518,Buffalo,NY,Erie,14261,43.001979999999996,-78.78534,5736,Urban,America/New_York,Industrial buyer,0.0,53.27574750830565,Master's Degree,Unemployed,29556.6,Never Married,Female,No,8.394772999999999,12,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,No,Bank Transfer(automatic),9.102322000000001,170.00099999999998,877.6348,3,4,4,4,3,4,5,5
4178,T227733,Cambridge,MA,Middlesex,2139,42.36253,-71.10302,38272,Suburban,America/New_York,Careers adviser,4.0,64.0,Regular High School Diploma,Retired,52638.57,Widowed,Male,Yes,7.90574,12,0,0,No,Two Year,No,No,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Mailed Check,1.60558,233.4362,949.8531,5,5,5,5,2,4,4,3
4179,Q908465,Wallisville,TX,Chambers,77597,29.83708,-94.70222,983,Urban,America/Chicago,"Radiographer, therapeutic",0.0,22.0,GED or Alternative Credential,Full Time,26998.56,Widowed,Male,No,15.0651,13,0,1,No,Month-to-month,Yes,No,None,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),26.107129999999998,140.4152,2616.567,3,3,3,2,4,3,1,1
4180,Q253167,Jackson,TN,Madison,38301,35.586009999999995,-88.85285999999999,33168,Urban,America/Chicago,General practice doctor,2.0,59.0,Nursery School to 8th Grade,Full Time,11109.83,Married,Male,No,13.575820000000002,11,1,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,8.450712,210.7175,1224.4080000000001,3,3,3,3,4,2,4,3
4181,I685390,Hays,MT,Blaine,59527,48.04656,-108.7478,1087,Suburban,America/Denver,"Engineer, broadcasting (operations)",3.0,79.0,Bachelor's Degree,Retired,86060.95,Separated,Male,Yes,12.85135,9,1,1,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),12.3548,221.9475,2102.143,4,4,4,4,4,3,4,4
4182,P02180,Hartstown,PA,Crawford,16131,41.55036,-80.37755,970,Suburban,America/New_York,Operational investment banker,0.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Part Time,39936.76222636489,Never Married,Male,No,17.208370000000002,13,4,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Electronic Check,4.892174,152.2417,829.1605,4,4,4,4,2,3,4,4
4183,L460395,Cashton,WI,Monroe,54619,43.75716,-90.77702,3908,Urban,America/Chicago,"Surveyor, minerals",0.0,50.0,Associate's Degree,Retired,39936.76222636489,Widowed,Prefer not to answer,Yes,9.372039,8,1,2,No,Month-to-month,Yes,No,None,No,No,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,2.586551,200.2466,719.7255,3,3,3,5,4,4,4,2
4184,U936716,Palisades,WA,Douglas,98845,47.4184,-119.9273,293,Rural,America/Los_Angeles,"Pharmacist, community",0.0,27.0,Regular High School Diploma,Full Time,49626.73,Separated,Male,Yes,14.74925,11,0,1,No,Month-to-month,Yes,No,DSL,No,No,No,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),9.175977,175.6458,1754.125,3,3,3,3,3,3,2,2
4185,X342195,Joint Base Mdl,NJ,Burlington,8640,40.0035,-74.58933,7753,Suburban,America/New_York,Telecommunications researcher,3.0,44.0,"Some College, Less than 1 Year",Part Time,39936.76222636489,Widowed,Prefer not to answer,No,-0.3524313,12,2,0,No,Two Year,Yes,No,Fiber Optic,No,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),6.311363,168.6851,874.5896,3,4,4,2,5,3,3,3
4186,C37461,New York,NY,New York,10170,40.752629999999996,-73.97588,0,Urban,America/New_York,"Conservation officer, historic buildings",3.0,82.0,Regular High School Diploma,Unemployed,52312.84,Married,Male,Yes,3.7172989999999997,16,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,7.27652,240.7567,1155.524,4,4,5,3,4,3,5,2
4187,B47880,Hooppole,IL,Henry,61258,41.52185,-89.91396,236,Rural,America/Chicago,Advice worker,0.0,76.0,Regular High School Diploma,Full Time,32125.5,Divorced,Male,No,15.791229999999999,12,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),3.2264150000000003,169.5728,510.6596,5,3,4,4,3,6,4,4
4188,E249601,Gilbert,AZ,Maricopa,85295,33.305440000000004,-111.7408,45763,Rural,America/Phoenix,Social researcher,0.0,73.0,Bachelor's Degree,Full Time,50730.53,Separated,Female,No,13.627679999999998,10,0,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,34.49885764604514,181.8546,422.3998,4,4,4,5,3,6,5,4
4189,X171579,Jamaica,NY,Queens,11436,40.67577,-73.79672,20077,Urban,America/New_York,Administrator,4.0,69.0,Bachelor's Degree,Retired,24641.27,Separated,Male,Yes,13.58714,10,0,0,Yes,Month-to-month,No,No,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Yes,Mailed Check,6.783567999999999,182.7936,1001.378,1,2,3,3,3,3,3,4
4190,H18222,Osnabrock,ND,Cavalier,58269,48.693220000000004,-98.16741999999999,245,Urban,America/Chicago,Wellsite geologist,4.0,24.0,"9th Grade to 12th Grade, No Diploma",Part Time,29303.95,Widowed,Male,No,5.223616000000001,14,2,0,No,Two Year,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),5.648594,176.2518,1564.305,3,2,2,3,5,2,1,3
4191,I117884,Emden,IL,Logan,62635,40.29671,-89.47140999999999,705,Suburban,America/Chicago,Adult guidance worker,3.0,83.0,"Some College, 1 or More Years, No Degree",Retired,12711.69,Divorced,Male,Yes,19.88305,12,0,1,No,Month-to-month,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Mailed Check,6.184958,196.1598,1468.274,4,5,4,4,4,3,4,4
4192,M669725,Alto,NM,Lincoln,88312,33.431459999999994,-105.6774,2719,Suburban,America/Denver,"Producer, television/film/video",0.0,36.0,Associate's Degree,Student,28799.35,Separated,Male,Yes,11.30963,11,3,1,No,Month-to-month,No,No,DSL,No,Yes,No,No,Yes,No,Yes,No,No,Credit Card (automatic),23.40043,162.3283,2772.322,4,5,4,2,4,4,3,3
4193,O08300,Blue Ridge,VA,Botetourt,24064,37.37194,-79.77643,4970,Urban,America/New_York,Airline pilot,3.0,39.0,"Some College, 1 or More Years, No Degree",Full Time,100585.1,Married,Prefer not to answer,No,12.98755,10,0,0,No,One year,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,4.1097410000000005,139.4571,1027.507,4,5,4,3,3,4,3,3
4194,R999401,Buffalo,SD,Harding,57720,45.56635,-103.613,726,Suburban,America/Denver,"Psychologist, clinical",2.0,53.0,Master's Degree,Full Time,68697.59,Never Married,Male,Yes,11.05052,10,2,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),3.4793160000000003,201.9822,1254.552,4,5,4,4,4,3,4,3
4195,V968708,Masury,OH,Trumbull,44438,41.24236,-80.53387,4300,Suburban,America/New_York,"Conservator, museum/gallery",1.0,75.0,Regular High School Diploma,Unemployed,39936.76222636489,Separated,Male,Yes,13.3851,11,1,0,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Electronic Check,1.7438049999999998,256.7761,847.0257,5,6,5,2,3,3,3,3
4196,C552632,Topaz,CA,Mono,96133,38.63289,-119.5041,234,Suburban,America/Los_Angeles,IT trainer,0.0,41.0,"Some College, 1 or More Years, No Degree",Student,39936.76222636489,Divorced,Female,Yes,11.79541,9,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Mailed Check,23.38469,265.0873,2559.8779999999997,5,4,5,3,4,4,4,5
4197,A536604,Detroit,MI,Wayne,48216,42.32656,-83.07876999999999,5179,Urban,America/Detroit,"Engineer, maintenance",3.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Widowed,Male,No,7.717936,13,0,1,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),16.191110000000002,238.5944,1954.818,4,3,5,3,3,4,4,4
4198,N326868,D Hanis,TX,Medina,78850,29.2803,-99.32772,1305,Rural,America/Chicago,"Teacher, music",0.0,45.0,Regular High School Diploma,Retired,39936.76222636489,Divorced,Male,Yes,11.29177,17,1,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Mailed Check,14.102789999999999,205.0133,1570.914,5,6,5,4,4,5,5,5
4199,W238332,Howell,MI,Livingston,48843,42.56904,-83.92629000000001,45910,Suburban,America/Detroit,Architectural technologist,1.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Retired,28423.59,Divorced,Female,No,2.899173,13,2,1,Yes,One year,No,No,DSL,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Mailed Check,5.1026169999999995,132.9,1109.205,3,2,4,3,4,4,2,2
4200,J126163,Phoenix,AZ,Maricopa,85043,33.43242,-112.1965,39757,Rural,America/Phoenix,"Secretary, company",2.0,87.0,Bachelor's Degree,Full Time,39936.76222636489,Divorced,Female,No,13.3869,11,0,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Mailed Check,4.61822,169.69400000000002,567.9194,4,4,4,3,3,3,4,5
4201,W961591,Colorado Springs,CO,El Paso,80921,39.00562,-104.9102,23618,Rural,America/Denver,Ship broker,2.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Married,Female,Yes,13.26871,15,1,1,No,Two Year,No,Yes,None,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,1.4740870000000001,199.5679,791.291,3,2,2,3,5,3,3,4
4202,F113880,San Felipe,TX,Austin,77473,29.79516,-96.1077,90,Rural,America/Chicago,Games developer,8.0,20.0,"9th Grade to 12th Grade, No Diploma",Retired,2246.27,Never Married,Male,Yes,7.487181,17,1,0,Yes,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),34.49885764604514,164.8026,1895.23,3,4,2,4,4,3,3,4
4203,T297716,Henderson,MN,Sibley,56044,44.56177,-93.93485,2178,Urban,America/Chicago,Charity fundraiser,0.0,53.27574750830565,Master's Degree,Full Time,46328.01,Divorced,Female,Yes,4.676475,18,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),2.885895,137.7891,867.4854,5,6,6,4,3,5,3,5
4204,J907732,Jal,NM,Lea,88252,32.1693,-103.3899,2115,Urban,America/Denver,Sports therapist,1.0,53.0,Regular High School Diploma,Full Time,35207.0,Separated,Female,Yes,6.959756,18,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Mailed Check,19.48432,207.9323,2070.312,3,4,2,5,2,3,3,4
4205,D48608,New Holstein,WI,Calumet,53061,43.94409,-88.12167,4983,Suburban,America/Chicago,Accommodation manager,0.0,75.0,Doctorate Degree,Unemployed,47915.97,Widowed,Female,No,8.880482,13,0,0,No,Two Year,No,No,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),1.2039819999999999,120.1893,3398.8427520151345,4,4,4,2,4,3,4,5
4206,E599152,Pocono Summit,PA,Monroe,18346,41.13535,-75.40791999999999,2453,Rural,America/New_York,Futures trader,0.0,53.27574750830565,Bachelor's Degree,Part Time,11121.39,Widowed,Male,Yes,9.468496,11,1,0,Yes,Month-to-month,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,4.073125,268.1486,1571.964,2,3,2,3,4,4,3,4
4207,X669555,Rhodes,MI,Gladwin,48652,43.8557,-84.2051,1736,Urban,America/Detroit,Quarry manager,0.0,67.0,GED or Alternative Credential,Full Time,39149.61,Divorced,Male,No,10.70171,16,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),4.784022,125.3372,3398.8427520151345,3,2,2,5,1,2,2,4
4208,K925596,Berger,MO,Franklin,63014,38.647009999999995,-91.3185,882,Rural,America/Chicago,Fashion designer,1.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Married,Female,No,5.053088,15,1,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Mailed Check,11.66425,137.0646,1581.415,4,5,5,6,2,4,5,3
4209,C954172,Winfield,KS,Cowley,67156,37.253209999999996,-96.96384,14693,Suburban,America/Chicago,"Engineer, agricultural",0.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Student,107570.9,Never Married,Female,Yes,10.84322,16,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),1.063338,233.2774,990.2064,4,3,4,3,5,3,3,4
4210,L402645,Athens,AL,Limestone,35614,34.86542,-87.08385,7638,Suburban,America/Chicago,"Surveyor, building control",0.0,50.0,"9th Grade to 12th Grade, No Diploma",Full Time,25598.66,Never Married,Male,Yes,8.298954,14,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,1.0701450000000001,183.8585,909.8933,2,1,2,1,4,3,3,2
4211,Z808035,Elkton,TN,Giles,38455,35.048809999999996,-86.88651999999999,166,Urban,America/Chicago,Automotive engineer,2.0,53.27574750830565,"Some College, Less than 1 Year",Full Time,39936.76222636489,Married,Prefer not to answer,Yes,12.88225,12,0,2,Yes,Month-to-month,No,No,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,9.664222,241.123,1368.692,2,3,2,3,4,4,3,3
4212,F239052,Paint Rock,AL,Jackson,35764,34.723290000000006,-86.31044,497,Rural,America/Chicago,Artist,0.0,60.0,Regular High School Diploma,Full Time,31574.68,Separated,Female,Yes,4.763719,12,1,2,Yes,One year,No,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Electronic Check,3.921335,184.2217,3398.8427520151345,5,5,4,2,5,4,4,4
4213,K112541,Louisville,KY,Jefferson,40231,38.19506,-85.69481,0,Urban,America/New_York,"Solicitor, Scotland",0.0,53.27574750830565,Master's Degree,Full Time,33406.38,Divorced,Female,Yes,9.059857000000001,8,1,0,No,Month-to-month,No,No,DSL,No,No,No,Yes,Yes,Yes,Yes,No,No,Credit Card (automatic),8.925564,164.3493,3398.8427520151345,5,4,4,3,3,4,6,4
4214,P651891,East Freetown,MA,Bristol,2717,41.75874,-70.97166,4885,Urban,America/New_York,Communications engineer,0.0,80.0,Associate's Degree,Full Time,12155.81,Married,Female,No,11.07434,12,4,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,No,No,Mailed Check,7.610924000000001,150.5536,775.1852,4,3,3,4,4,4,4,4
4215,F705714,Nantucket,MA,Nantucket,2584,41.258829999999996,-70.00735,12,Urban,America/New_York,Site engineer,0.0,60.0,"Some College, Less than 1 Year",Student,39936.76222636489,Divorced,Female,Yes,7.5112179999999995,12,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,Electronic Check,11.59641,149.3865,1209.434,3,3,4,4,3,3,5,3
4216,A629515,New Paris,PA,Bedford,15554,40.125440000000005,-78.61846,2130,Suburban,America/New_York,Trade mark attorney,0.0,72.0,Nursery School to 8th Grade,Full Time,18774.29,Separated,Female,Yes,38.86865,17,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Mailed Check,5.540815,223.3873,1201.7160000000001,5,5,4,3,3,4,3,5
4217,U811590,Hacker Valley,WV,Webster,26222,38.654920000000004,-80.36492,489,Urban,America/New_York,"Education officer, environmental",0.0,53.27574750830565,Regular High School Diploma,Part Time,55241.85,Divorced,Male,No,9.175541,9,1,0,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Mailed Check,5.527407,174.9614,974.4325,5,5,3,3,5,3,3,4
4218,W136734,Hazel Park,MI,Oakland,48030,42.46192,-83.09763000000001,16592,Urban,America/Detroit,Theatre stage manager,0.0,40.0,Master's Degree,Unemployed,39936.76222636489,Married,Female,No,11.51422,12,2,0,Yes,Month-to-month,Yes,Yes,None,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Mailed Check,14.93552,165.9998,1670.496,4,3,3,2,5,3,2,2
4219,I134073,Chicago,IL,Cook,60654,41.89227,-87.63729000000001,19135,Urban,America/Chicago,Health promotion specialist,0.0,30.0,"9th Grade to 12th Grade, No Diploma",Full Time,39034.91,Married,Male,No,15.9056,12,3,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Electronic Check,2.106961,149.5184,561.8079,3,1,1,4,4,3,3,4
4220,V996819,Robinson Creek,KY,Pike,41560,37.395509999999994,-82.57831,183,Urban,America/New_York,Armed forces training and education officer,0.0,53.27574750830565,Regular High School Diploma,Retired,39936.76222636489,Divorced,Female,Yes,12.06073,19,0,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Electronic Check,34.49885764604514,175.1028,3398.8427520151345,3,2,2,4,4,4,3,4
4221,J963716,Fort Yates,ND,Sioux,58538,46.11235,-100.6928,2608,Rural,America/Chicago,Information systems manager,0.0,30.0,"Some College, Less than 1 Year",Retired,31817.36,Divorced,Female,No,13.159,11,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,No,No,Yes,Electronic Check,1.923729,151.65200000000002,577.0059,3,1,3,4,4,3,4,5
4222,L89789,North Hero,VT,Grand Isle,5474,44.840340000000005,-73.27362,956,Urban,America/New_York,Public relations account executive,6.0,21.0,Regular High School Diploma,Retired,5853.02,Widowed,Female,No,11.41666,7,1,1,No,Two Year,Yes,No,None,Yes,No,Yes,No,No,Yes,No,No,No,Mailed Check,3.542704,95.17104,645.1788,5,4,4,2,5,3,4,4
4223,F329263,Quincy,CA,Plumas,95971,39.93721,-120.9003,6254,Suburban,America/Los_Angeles,Photographer,0.0,53.27574750830565,Regular High School Diploma,Full Time,48206.11,Never Married,Female,Yes,7.6118570000000005,13,0,0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,4.192662,203.9918,700.7756,3,3,4,5,3,4,4,3
4224,Y32102,Sterling,IL,Whiteside,61081,41.84394,-89.73536999999999,21129,Urban,America/Chicago,"Administrator, local government",0.0,53.27574750830565,Bachelor's Degree,Student,39936.76222636489,Divorced,Female,Yes,14.12848,13,0,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Mailed Check,16.616239999999998,232.8903,2025.4489999999998,5,5,5,2,5,5,4,4
4225,Y13900,Toppenish,WA,Yakima,98948,46.28524,-120.3284,13077,Rural,America/Los_Angeles,Environmental health practitioner,0.0,33.0,"Some College, 1 or More Years, No Degree",Student,41130.54,Separated,Female,Yes,10.37239,13,1,0,No,Month-to-month,No,No,None,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Electronic Check,34.49885764604514,174.9755,3398.8427520151345,3,5,4,4,3,4,3,3
4226,O454686,Washington,DC,District of Columbia,20045,38.89673,-77.0308,0,Rural,America/New_York,Trading standards officer,3.0,25.0,Bachelor's Degree,Full Time,12588.75,Divorced,Male,No,6.302924,15,1,1,No,Month-to-month,No,No,None,Yes,No,Yes,No,Yes,No,No,Yes,No,Electronic Check,5.129201999999999,130.5988,992.4934,4,3,2,4,5,4,4,3
4227,N151673,Tacoma,WA,Pierce,98418,47.22323,-122.4465,9469,Suburban,America/Los_Angeles,Systems analyst,1.0,53.27574750830565,Associate's Degree,Student,10048.03,Never Married,Female,No,11.75009,16,2,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),3.817742,152.4804,506.3292,4,5,4,2,5,3,4,4
4228,E564911,Goodfellow Afb,TX,Tom Green,76908,31.43208,-100.4022,2534,Urban,America/Chicago,"Education officer, environmental",2.0,34.0,Associate's Degree,Full Time,39936.76222636489,Divorced,Female,No,5.848012000000001,6,3,0,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),14.48515,180.7718,1528.1229999999998,5,4,4,3,3,3,4,4
4229,M06058,Boulder Creek,CA,Santa Cruz,95006,37.169940000000004,-122.1474,9238,Rural,America/Los_Angeles,Field seismologist,3.0,39.0,Bachelor's Degree,Student,39936.76222636489,Never Married,Female,Yes,14.23231,12,3,2,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,19.39623,286.0322,2425.974,4,5,5,3,2,5,5,4
4230,K332381,Goodells,MI,St. Clair,48027,42.94467,-82.68212,3185,Suburban,America/Detroit,"Engineer, maintenance (IT)",7.0,53.27574750830565,Regular High School Diploma,Full Time,60909.21,Widowed,Male,Yes,4.186643,15,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,No,Credit Card (automatic),3.367927,178.1842,722.0495,4,3,2,4,4,3,2,3
4231,G987231,Clarksburg,OH,Ross,43115,39.491479999999996,-83.16269,1493,Suburban,America/New_York,"Biochemist, clinical",8.0,41.0,Master's Degree,Unemployed,12021.28,Widowed,Female,Yes,10.31836,10,1,1,No,Month-to-month,No,No,None,No,No,No,Yes,No,Yes,No,No,No,Mailed Check,9.031197,115.5485,1109.678,4,4,3,4,3,4,3,3
4232,K01322,Como,TX,Hopkins,75431,33.01166,-95.46369,2424,Suburban,America/Chicago,"Therapist, art",1.0,62.0,Master's Degree,Unemployed,55801.79,Divorced,Female,Yes,14.16445,9,4,0,No,Month-to-month,No,No,DSL,No,No,Yes,Yes,Yes,No,No,No,Yes,Mailed Check,10.77389,129.1538,1537.646,4,5,3,4,3,3,3,4
4233,S504552,Barranquitas,PR,Barranquitas,794,18.20155,-66.30872,28755,Rural,America/Puerto_Rico,Leisure centre manager,0.0,57.0,"Some College, Less than 1 Year",Full Time,39936.76222636489,Widowed,Female,No,15.456220000000002,6,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Bank Transfer(automatic),8.526864999999999,180.5538,902.9359,5,5,4,3,3,4,4,4
4234,R59213,Success,MO,Texas,65570,37.45537,-92.10184,637,Urban,America/Chicago,Further education lecturer,0.0,69.0,"Some College, 1 or More Years, No Degree",Full Time,86274.26,Separated,Male,Yes,9.8267,9,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,3.7615160000000003,242.6305,924.9657,3,3,3,4,3,4,4,4
4235,W893166,Welsh,LA,Jefferson Davis,70591,30.25535,-92.83886,5863,Suburban,America/Chicago,"Surveyor, planning and development",1.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Unemployed,33554.09,Separated,Male,Yes,9.384324000000001,18,1,0,Yes,Month-to-month,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,34.49885764604514,174.8495,1774.889,2,3,3,3,2,4,4,3
4236,F474662,Madison,FL,Madison,32340,30.461959999999998,-83.43505,11294,Rural,America/New_York,Sport and exercise psychologist,0.0,59.0,Regular High School Diploma,Unemployed,31150.04,Married,Male,No,11.07129,8,3,1,No,One year,No,No,Fiber Optic,No,Yes,No,No,No,No,No,Yes,No,Electronic Check,34.49885764604514,180.7599,1372.6789999999999,4,3,4,3,4,2,4,3
